TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,Mobility
814,Well37,2413,2138.719618,100.56,45.243,44.21,44.471,44.3908,2.5171,0.127629,O,I,0.866333,c2,2.23
818,Well37,2483,2206.112876,103.01,62.0301,34.4779,34.5484,35.666,2.3556,0.188162,O,I,0.962646,c2,78.53
822,Well37,2597.4,2316.345067,106.73,39.6696,9.8034,10.0288,10.6239,2.3411,0.178195,O,I,1.542725,c2,9.97
823,Well37,2630.4,2348.163509,106.81,44.8611,11.016,11.2759,11.893,2.2905,0.20369,O,N,3.473877,c3,79.42
831,Well37,2797.6,2509.252948,111.81,62.4221,45.0789,45.0035,44.9957,2.4798,0.15105,O,N,0.385498,c4,0.23
832,Well37,2802.2,2513.684366,111.05,65.7061,20.2369,19.6798,19.2255,2.5148,0.18548,O,N,0.096191,c4,0.43
834,Well38,2280,2048.635917,96.34,49.1298,10.9636,,,2.3972,0.199187,O,D,0.981567,f,8.16
835,Well38,2284.5,2052.6219,95.4,46.5326,9.6853,,,2.4208,0.155215,O,D,1.780029,f,2.72
836,Well38,2292.8,2059.973824,95.17,71.0193,12.7295,,,2.3864,0.202473,O,D,0.177002,f,7.46
837,Well38,2352.2,2111.400536,98.05,35.3387,4.3315,,,2.212,0.217706,W,D,3.632568,f,185.47
838,Well38,2393.7,2145.76023,99.66,48.1467,17.9155,,,2.3222,0.193281,O,D,0.811523,f,10.77
840,Well38,2634,2316.467513,104.57,43.6266,7.5548,,,2.3504,0.184733,O?,D,4.143555,f,12.85
841,Well38,2634,2316.467513,104.32,43.6266,7.5548,,,2.3504,0.184733,O?,D,4.143555,f,12.85
842,Well39,1199.99,1138.769272,66.609754,65.5788,1.282,,,2.2125,0.312,W,S,7.839355,a,241.08
843,Well39,1408.48,1338.678079,71.738608,63.8762,2.767,,,2.2395,0.301,W,S,5.840942,a,227.03
844,Well39,1637.97,1525.591364,77.384062,67.9516,2.744,,,2.2564,0.302,W,S,7.110718,b1,148.58
845,Well39,1676.52,1552.567223,78.332392,61.0867,2.688,,,2.2512,0.265,W,S,5.572266,b1,82.66
846,Well39,1705.01,1572.190622,79.033246,55.5178,3.163,,,2.3026,0.267,W,S,3.25,b1,43.63
848,Well39,1763.02,1611.817928,80.460292,55.1354,10.855,,,2.2235,0.257,O,S,4.218506,b1,82.99
849,Well39,1776.01,1620.585481,80.779846,56.9908,12.679,,,2.1852,0.266,O,S,4.420166,b1,287.46
850,Well39,1779.01,1622.61032,80.853646,59.1642,14.231,,,2.1902,0.263,O,S,4.420166,b1,288.71
851,Well39,1828.99,1656.520418,82.083154,43.7712,12.015,,,2.2073,0.237,O,S,2.182861,b3,212.29
852,Well39,1861,1678.388896,82.8706,79.6494,11.892,,,2.2947,0.273,O,S,1.981445,b3,21.01
853,Well39,1903.46,1707.546318,83.915116,65.4022,2.623,,,2.2574,0.258,W,S,5.461792,b3,180.28
854,Well39,1934.01,1728.608101,84.666646,65.0487,1.934,,,2.2272,0.282,W,S,3.047974,b4,108.25
855,Well39,1959.96,1746.47503,85.305016,62.5151,1.97,,,2.2413,0.306,W,S,6.073364,b4,621.39
856,Well39,2041.99,1802.838777,87.322954,56.4311,3.226,,,2.3302,0.211,W,S,6.074707,b4,164.86
858,Well40,1546.48,1397.747595,75.133408,73.3765,2.788,,,2.2322,0.275,W,S,4.196289,b1,11.64
859,Well40,1634.46,1459.931484,77.297716,70.0419,4.701,,,2.271,0.287,W,S,2.994507,b1,62.43
860,Well40,1684.43,1495.114629,78.526978,61.9994,2.718,,,2.2374,0.271,W,S,4.197021,b1,141.55
861,Well40,1714.97,1516.782514,79.278262,70.4586,10.953,,,2.2675,0.273,O,S,4.453125,b1,71.27
862,Well40,1742.97,1536.570169,79.967062,68.5809,6.836,,,2.2383,0.267,O,S,2.778809,b1,6.1
863,Well40,1760.88,1549.104299,80.407648,67.2536,12.284,,,2.2957,0.261,O,S,2.961548,b1,21.03
864,Well40,1771.54,1556.509353,80.669884,72.3611,11.779,,,2.219,0.253,O,S,4.236328,b1,115.18
865,Well40,1784.03,1565.197148,80.977138,57.5214,16.283,,,2.2249,0.257,O,S,8.28479,b1,1118.65
866,Well40,1788.47,1568.300873,81.086362,63.41,19.035,,,2.216,0.236,O,S,8.28479,b1,453.61
867,Well40,1827.55,1595.790149,82.04773,106.6131,13.614,,,2.2467,0.271,O,S,2.05542,b3,27.93
869,Well40,1847.98,1610.365126,82.550308,72.6222,20.492,,,2.2401,0.284,O,S,3.609619,b3,218.58
870,Well40,1864.53,1622.270143,82.957438,96.6371,7.568,,,2.3053,0.233,O,S,3.410889,b3,8.77
871,Well41,1665,1486.637852,78.049,50.4437,3.287,,,2.2135,0.247,W,S,4.666626,b1,37.04
872,Well41,1693,1505.029951,78.7378,44.4668,16.161,,,2.1917,0.265,O,S,2.120361,b1,65.68
873,Well41,1727,1527.557991,79.5742,49.1406,20.1329,,,2.2719,0.238,O,S,1.919312,b1,21.34
874,Well41,1742,1537.536399,79.9432,64.1973,12.255,,,2.3048,0.265999,O,S,3.151245,b1,4.79
875,Well41,1751.5,1543.884472,80.1769,44.8791,28.713,,,2.1919,0.251999,O,S,2.961304,b1,212.06
876,Well41,1768,1555.073825,80.5828,34.8262,39.6877,,,2.1489,0.257,O,S,5.914795,b1,453.76
877,Well41,1802,1578.901551,81.4192,58.8867,15.569,,,2.3077,0.218,O,S,1.437744,b3,35.16
878,Well41,1829,1598.790759,82.0834,52.4625,41.082,,,2.2449,0.246,O,S,5.124756,b3,34.87
879,Well41,1846,1611.483861,82.5016,77.3274,9.284,,,2.331,0.229001,O,S,1.028687,b3,2.6
880,Well41,1910,1659.319425,84.076,51.7374,13.426,,,2.1756,0.283002,O,S,1.135742,b4,233.13
881,Well41,1916.5,1664.165015,84.2359,53.6743,12.377,,,2.2035,0.260001,O,S,2.950806,b4,168.36
882,Well41,1931,1674.941498,84.5926,45.374,41.869,,,2.1931,0.266,O,S,10.973389,b4,550.21
883,Well41,1953.5,1691.62277,85.1461,49.0886,29.4169,,,2.1901,0.252,O,S,6.986938,b4,270.07
884,Well41,1962,1697.894628,85.3552,52.9821,15.746,,,2.223,0.241001,O,S,4.613403,b4,169.19
885,Well41,1979.5,1710.80444,85.7857,50.2651,6.985,,,2.2062,0.269001,O,S,5.1604,b4,422.84
886,Well41,1992.5,1720.35062,86.1055,43.7506,1.988,,,2.1932,0.287998,W,S,6.7146,b4,13.56
887,Well41,2034,1750.809209,87.1264,44.1211,1.622,,,2.1503,0.279,W,S,6.159058,b4,321.55
888,Well42,1638,1496.480951,86.27777778,47.3417,2.997,,,2.252,0.266999,W,S,3.561157,a,4.8
889,Well42,1638.01,1496.488246,84.66666667,47.3417,2.997,,,2.252,0.266999,W,S,3.561157,a,3.2
890,Well42,1669.98,1519.573492,78.171508,30.1462,2.4138,,,2.188,0.244016,W,S,1.418091,a,49.8
891,Well42,1710.49,1548.462069,77.88888889,54.0352,14.9266,,,2.235,0.24699,O,S,4.879028,b1,35.1
892,Well42,1722.48,1556.805345,79.61111111,56.156,17.0937,,,2.287,0.225005,O,S,3.931641,b1,27.9
893,Well42,1730.8,1562.594841,80.88888889,69.4388,6.6235,,,2.45,0.214027,O,S,0.209229,b1,37.2
896,Well42,1796.2,1606.987111,81.27652,60.6793,17.6053,,,2.254,0.289,O,S,0.823364,b3,49.8
897,Well42,1801.01,1610.230503,82.61111111,58.0022,20.6856,,,2.248,0.244991,O,S,1.851318,b3,32.8
898,Well42,1852.53,1644.942559,83.5,54.6669,3.1461,,,2.303,0.251003,W,S,1.539062,b3,17.5
899,Well42,1881.01,1663.770109,84.5,56.953,8.2822,,,2.234,0.272971,O,S,2.572144,b4,40.5
900,Well42,1888.98,1668.893031,84.83333333,52.7878,9.3364,,,2.192,0.240977,O,S,2.457153,b4,326.8
901,Well42,1903.99,1678.541094,85.11111111,50.7489,17.952,,,2.254,0.222016,O,S,4.746094,b4,245.2
902,Well42,1910.51,1682.707831,85.33333333,53.0425,26.0079,,,2.225,0.284003,O,S,1.355713,b4,1172.9
903,Well42,1917.51,1687.165084,85.55555556,45.1736,24.3934,,,2.19,0.286004,O,S,4.072266,b4,227.3
904,Well42,1928.5,1694.162973,86.33333333,69.5152,12.2053,,,2.298,0.243022,O,S,2.040894,b4,0.3
905,Well42,1937.99,1700.210027,86.27777778,50.2902,22.8581,,,2.263,0.258973,O,S,5.255493,b4,76.8
906,Well42,1951,1708.511655,86.61111111,43.3275,6.8495,,,2.334,0.208007,W,S,3.50061,b4,58.8
907,Well42,1975.98,1724.442704,86.72222222,48.75,2.3082,,,2.246,0.239004,W,S,4.468628,b4,22.1
908,Well43,1718.68,1483.367617,76,64.2836,2.9348,2.9139,3.1757,2.181,0.264871,W,H,1.080811,a,99.7
910,Well43,1883.98,1622.581858,80.9,34.251,2.3534,2.3264,2.5983,2.1928,0.22458,W,H,1.984131,b1,92.19
911,Well43,1943.98,1668.631934,82.8,36.8714,19.5561,27.3758,50.85,2.1322,0.292268,O,D,3.474487,b3,96.44
912,Well43,1968.98,1686.771667,83.2,46.8537,8.3351,9.1393,11.0673,2.2261,0.245746,O,D,2.35144,b3,65.8
913,Well43,2061.48,1747.463136,84.9,43.0075,17.3399,18.1811,20.7187,2.1674,0.263871,O,D,6.685425,b4,258.15
915,Well43,2098.68,1770.027327,85.3,47.0957,11.9239,16.0704,25.2815,2.2014,0.265918,O,D,2.086304,b4,67.36
918,Well43,2145.98,1799.573209,86.4,43.0909,13.4181,18.7909,34.6891,2.1595,0.242435,O,D,2.841797,b4,459.11
919,Well43,2158.48,1807.479072,86.6,39.3698,20.0172,26.9728,46.3666,2.1446,0.219372,O,D,2.664307,b4,91.72
920,Well43,2169.18,1814.293748,86.8,43.939,12.3817,14.1545,17.2775,2.2673,0.201127,O,D,4.201904,b4,186.95
921,Well43,2178.98,1820.535227,86.9,50.1282,10.7935,12.6193,15.3132,2.2088,0.259663,O,D,0.31958,b4,113.67
922,Well43,2348.48,1932.676702,89.6,55.6338,20.9346,25.5249,32.1897,2.3028,0.151551,O,H,1.287598,c1,20.53
924,Well44,1651,1481.060671,79.7,63.5935,3.5125,4.2202,,2.4436,,W,S,1.549316,b1,91.56
925,Well44,1688,1514.754729,80.9,47.448,5.1361,5.9559,,2.3528,,O,S,1.729126,b1,8.41
926,Well44,1692,1518.395443,81.9,78.0043,6.6393,7.1856,,2.5018,,O,S,,b1,3.8
928,Well44,1730,1552.707723,82.6,57.8116,3.2026,3.1103,,2.4142,,W,S,2.508301,b1,2.98
929,Well44,1740,1561.618915,82.7,107.889,6.67,7.2262,,2.5537,,W,S,,b1,7.88
930,Well44,1850,1656.384766,84.7,57.8529,2.8195,3.0895,,2.4144,,W,S,1.738892,b1,12.69
931,Well44,2349.5,2027.620482,93.7,53.954,37.4429,43.503,,2.3215,,G,S,2.110107,c1,520.05
932,Well44,2353,2030.067751,95.2,42.999,47.9102,62.0496,,2.233,,G,S,1.409058,c1,125.23
934,Well44,2378,2047.558724,100.3,50.992,29.8551,38.266,,2.299,,O,S,1.671143,c1,5.41
938,Well44,2498,2132.93262,103.2,56.63,24.971,37.1037,,2.341,,O,S,1.122314,c1,37.36
939,Well44,2627,2223.779298,102.4,52.0704,8.9881,10.3025,,2.3073,,W,S,1.7771,c2,29.5
942,Well44,2746.5,2309.585273,109.6,50.0535,23.2243,36.3475,,2.2916,,O,S,0.792236,c2,0.49
946,Well44,2892,2418.379647,114,84.121,27.6374,34.9022,,2.325,,O,S,2.09082,c2,2.14
949,Well44,3022.7,2522.440888,116,91.1872,46.1368,47.8122,,2.3556,,O,S,2.035156,c3,0.6
951,Well45,2438.8,1933.866206,90.39,50.4416,41.976,48.1814,51.2516,2.3081,0.20546,O,H,3.874146,c1,5.96
952,Well45,2452.2,1943.641513,90.81,56.0532,29.5906,32.4235,30.31,2.2968,0.19351,O,H,0.890259,c1,26.39
955,Well45,2505.9,1983.623188,94.16,57.9742,21.8141,28.4954,29.5755,2.3004,0.16596,O,H,0.805908,c2,36.45
956,Well45,2513.9,1989.663228,94.41,51.7224,52.946,50.519,79.2497,2.2861,0.17778,O,H,0.689209,c2,121.62
957,Well45,2518.5,1993.136251,94.71,76.1504,26.202,27.3135,32.9302,2.3385,0.20475,O,H,0.802856,c2,8.36
958,Well45,2530.8,2002.321298,94.99,51.7836,57.4793,60.1056,56.2027,2.2993,0.22077,O,H,1.59375,c2,86.7
959,Well45,2536.5,2006.557151,95.31,50.9601,36.3514,43.5249,41.8688,2.3379,0.21015,O,H,0.792969,c2,6.24
960,Well45,2542.6,2011.090257,95.58,61.2073,33.0312,36.0996,28.861,2.3307,0.18693,O,H,0.676147,c2,354.91
962,Well45,2559.5,2023.534111,95.78,60.231,34.966,47.3369,49.3413,2.3498,0.2128,O,H,0.780396,c2,18.11
963,Well45,2561,2024.628185,95.96,71.1491,25.2916,24.2919,25.2844,2.397,0.18339,O,H,0.668457,c2,192.57
964,Well45,2579.9,2038.413526,96.3,61.1458,20.4799,24.9946,26.4166,2.3506,0.19995,O,H,0.7645265,c2,10.73
967,Well45,2656.2,2092.389258,98.2,53.1558,21.1632,23.7745,23.4369,2.3564,0.2209,O,H,0.625732,c2,2.26
968,Well45,2684,2111.363165,98.45,50.9599,31.7247,37.9744,36.3126,2.3874,0.16368,O,H,1.036621,c2,26.3
970,Well45,2767.4,2168.117969,100.21,57.334,24.8143,24.5778,27.8061,2.365,0.17338,O,H,0.726318,c2,22.1
971,Well45,2784.9,2180.054991,100.7,59.7429,33.2993,51.9039,44.6097,2.2668,0.14614,O,H,0.668335,c2,26.52
972,Well45,2788,2182.189472,101.2,74.8386,17.503,19.1521,18.6453,2.3816,0.18465,O,H,0.83667,c2,55.45
976,Well46,2310.1,1849.472088,84.2,61.8949,3.8469,4.1734,4.7985,2.2537,0.27736,W,P,3.676758,c1,61.71
978,Well46,2431.2,1938.994645,89.97,67.2113,18.5357,17.6721,17.3131,2.3384,0.23151,O?,P,0.538818,c2,3.57
980,Well46,2474.1,1969.145704,93,41.6116,4.5965,4.8161,6.2307,2.2905,0.24348,W,P,3.521851,c2,113.36
982,Well46,2600,2057.996278,96.24,46.2947,4.5037,4.8006,6.4956,2.2738,0.2231,W,P,6.569336,c2,205.67
983,Well46,2601.5,2059.070912,96.64,42.0861,4.7129,5.2164,6.8832,2.2781,0.24513,W,P,6.569336,c2,228.17
984,Well46,2626,2076.744054,96.96,47.8137,5.2723,5.5292,6.1937,2.2839,0.24618,W,P,1.433594,c2,104.82
987,Well46,2694.6,2126.448315,106.6,33.574,42.3022,65.9801,59.2767,2.4383,0.13548,O,Q,2.654297,c3,157.07
989,Well46,2744.7,2163.391116,100.2,49.6809,9.2921,9.7334,11.0607,2.3683,0.18882,O,Q,0.796631,c3,129.66
995,Well46,2846.6,2239.393615,103.47,49.6801,8.5658,8.9011,9.5216,2.3133,0.22636,O,Q,0.688721,c3,132
997,Well46,2959.8,2326.57043,106.74,54.7115,12.452,13.4859,14.3564,2.3991,0.20946,O,Q,2.031006,c4,10.05
998,Well46,2977.6,2340.565673,107.27,56.7687,22.0802,22.0656,21.4241,2.4238,0.19038,O,Q,0.600342,c4,1.35
1001,Well47,2253,1827.25784,79.7,62.7701,1.9826,2.0839,2.3476,2.2733,0.27014,W,O,1.292358,c1,43.24
1003,Well47,2293.2,1865.105152,83.47,58.8931,12.3445,11.8676,12.0356,2.2654,0.25474,O,O,2.438721,c2,82.2
1009,Well47,2403.2,1968.819986,91.59,40.7695,2.8597,3.1233,3.511,2.2049,0.26287,W,O,2.880371,c2,97.33
1010,Well47,2514.4,2074.007864,95.18,50.6773,5.7779,5.8144,6.002,2.3708,0.20633,W,O,0.718994,c2,8.7
1011,Well47,2515.4,2074.952635,95.83,46.3385,5.924,5.9822,5.791,2.411,0.18093,W,O,1.006592,c2,3.67
1014,Well47,2646.51,2199.342203,99.47,31.9695,3.5899,3.5468,3.9178,2.3104,0.19896,W,O,4.665039,c3,26.07
1016,Well47,2703.9,2254.438826,101.22,50.6465,19.1635,20.3906,20.3256,2.3657,0.1739,O,O,0.587402,c3,148.8
1018,Well47,2736.09,2285.549605,102.6,64.6772,9.5176,10.3705,10.8313,2.3258,0.21967,O?,O,0.590576,c3,0.55
1023,Well47,2818.8,2366.153526,106.66,63.1697,28.2689,25.7211,25.3005,2.4485,0.17353,O,O,0.447754,c4,6.14
1031,Well48,2162.8,1735.969313,82.85,49.5146,0.7847,0.836,1.0173,2.2245,0.26052,W,P,9.005493,b4,5.63
1033,Well48,2456.8,1977.035962,92.37,64.2353,4.8354,4.9246,5.6328,2.3117,0.271,W,N,0.616821,c1,167.4
1034,Well48,2459.5,1979.223763,93.29,62.7781,4.2083,4.3543,5.0314,2.2915,0.2648,W,N,0.98645,c1,4.07
1038,Well48,2776.7,2245.810521,100.44,37.1136,7.9942,8.2975,9.6399,2.2413,0.23778,W,O,5.423828,c3,237.86
1039,Well48,2778,2246.912923,101.12,39.6418,6.7228,6.9627,8.1308,2.213,0.22959,W,O,5.423828,c3,135.83
1041,Well48,2792.8,2259.474074,102.13,39.2549,5.4012,5.3377,6.3827,2.307,0.21306,W,O,3.103027,c3,136.07
1042,Well48,2824.8,2286.656553,103.52,40.2067,5.3432,5.8932,7.7724,2.2563,0.20752,W,O,1.036377,c3,44.55
1049,Well48,3035,2465.434786,109.42,48.8306,8.4618,9.2198,11.6871,2.35,0.22163,W,O,3.259766,c3,124.72
1054,Well48,3097.5,2519.22154,111.71,46.3028,10.2668,10.031,10.2848,2.36,0.20709,O?,O,0.923828,c4,19.59
1057,Well48,3128.59,2546.17668,112.21,44.1318,18.2604,22.6185,23.9112,2.3553,0.18792,O,O,1.587646,c4,4.76
1058,Well48,3140,2556.099562,113.26,43.3584,12.6605,13.4971,16.7145,2.3812,0.20813,O,O,2.252197,c4,2.35
1059,Well48,3142,2557.839018,113.4,47.9676,13.5256,14.9645,16.847,2.391,0.19232,O,O,0.927734,c4,12.32
1061,Well48,3169,2581.354075,114.07,102.9181,13.4529,15.6601,19.949,2.4855,0.3486,O,O,,c4,0.29
1062,Well48,3170.9,2583.012001,114.29,,14.9552,17.5402,22.6393,2.4894,,O,O,,c4,0.18
1063,Well49,1871.9,1619.718888,74.88,50.5447,2.3368,2.3889,2.6983,2.2408,0.26614,W,D,2.224487,b3,124.21
1064,Well49,1889.5,1632.562698,76.07,35.6418,1.828,1.8055,2.0503,2.1442,0.24524,W,D,4.223999,b3,47.89
1066,Well49,1915.3,1651.399425,77.97,38.7539,1.7596,1.7459,1.9904,2.1991,0.29659,W,D,4.120117,b3,197.98
1069,Well49,2026.8,1732.346014,81.35,46.9534,19.3827,20.6995,19.3548,2.2855,0.23838,O,D,5.615601,b4,33.09
1071,Well49,2048.2,1747.859452,82.01,51.2927,19.8777,25.7848,24.175,2.2098,0.27203,O,D,4.642212,b4,317.48
1072,Well49,2055,1752.795311,82.25,53.4476,20.4906,24.6731,21.9387,2.2189,0.25904,O,D,4.106079,b4,17.19
1073,Well49,2058.8,1755.553585,82.47,59.2832,10.1025,12.9039,11.6281,2.2799,0.25115,O,D,4.106079,b4,21.3
1074,Well49,2068.3,1762.473148,82.71,46.8639,15.1455,18.5092,17.2519,2.3251,0.21094,O,D,2.78125,b4,98.04
1075,Well49,2075,1767.365245,83.2,41.9857,25.0157,27.8621,26.4161,2.2128,0.23105,O,D,8.9021,b4,568.2
1077,Well49,2082.2,1772.622424,83.6,46.0556,28.0992,30.2337,24.7925,2.2013,0.25947,O,D,8.9021,b4,1065.74
1079,Well49,2088.5,1777.222456,83.75,57.9964,5.2081,4.7841,4.7949,2.3074,0.25986,O?,D,0.667847,b4,168.3
1080,Well49,2100,1785.611858,83.84,41.5372,5.6809,6.8363,6.6586,2.2564,0.2409,W,D,4.11438,b4,806.16
1084,Well49,2121.5,1801.292032,84.41,41.3574,2.5137,2.4035,2.4973,2.2422,0.23644,W,D,1.886963,b4,342.5
1087,Well50,1890.4,1799.227621,80.96,40.0361,12.2439,12.7845,15.4381,2.1481,0.30432,O,P,1.697754,c1,663.12
1088,Well50,1891.4,1800.155887,83.2,39.4082,13.5717,13.3567,12.6211,2.1774,0.27849,O,P,1.697754,c1,212.27
1090,Well50,1901.8,1809.80985,87.04,49.9552,10.2381,10.5147,10.3458,2.2229,0.30982,O,P,0.707397,c1,270.92
1091,Well50,1904.2,1812.037688,89.04,60.7114,6.2722,6.2777,6.3437,2.2906,0.28882,O,P,1.131714,c1,4.99
1093,Well50,1946.9,1851.673834,90.97,52.0469,3.269,3.3368,3.6333,2.2433,0.28954,W,P,1.414673,c2,65.06
1094,Well50,1970.1,1873.166167,91.4,48.1028,3.8868,3.7722,4.213,2.1799,0.35097,W,P,1.973999,c2,666.75
1096,Well50,1980.5,1882.790112,92.17,72.9011,6.8573,7.0206,6.8045,2.3317,0.27034,O,P,1.830933,c2,4.3
1097,Well50,1981.9,1884.083365,92.43,50.2242,17.1573,15.9545,14.5068,2.2165,0.28412,O,P,1.830933,c2,471.18
1098,Well50,1994,1895.260764,92.68,62.1156,12.1511,17.5915,16.0629,2.2266,0.2623,O,P,1.126099,c2,243.48
1099,Well50,2016.1,1915.675283,93.94,59.9641,12.2616,14.3505,16.0336,2.3103,0.22528,O,P,0.844482,c2,176.67
1101,Well50,2029.5,1928.053049,94.41,52.3458,15.4727,17.6714,18.5989,2.2491,0.25803,O,P,0.844971,c2,296.04
1102,Well50,2033.3,1931.563162,94.56,51.9869,5.7879,6.028,6.6171,2.2802,0.28824,W,P,1.549316,c2,198.31
1104,Well50,2040.8,1938.503759,94.78,57.0363,5.6828,5.8784,6.7319,2.3212,0.26702,W,P,1.691528,c2,13.21
1105,Well50,2041.8,1939.429398,95.6,47.0273,4.0668,4.287,4.6242,2.2453,0.28362,W,P,1.691528,c2,284.75
1108,Well50,2071.7,1967.11948,95.75,60.0239,14.4832,9.7879,8.6459,2.306,0.28861,O,P,3.249878,c2,14.47
1112,Well50,2152,2041.627888,97.67,51.4492,7.9211,8.7099,9.1306,2.2947,0.19678,W,P,1.130005,c2,160.9
1114,Well50,2176.7,2064.520481,99.16,49.4061,6.3526,6.6993,7.5165,2.3368,0.21298,W,P,2.400879,c2,7.81
1116,Well50,2201.8,2087.803548,99.31,43.5915,7.5885,7.8966,8.7128,2.3371,0.22679,W,P,3.112549,c2,17.62
1117,Well50,2204.2,2090.029985,99.43,53.7798,8.2145,8.8181,9.5054,2.3266,0.18934,W,P,3.112549,c2,8.98
1119,Well50,2227.5,2111.636433,99.84,47.2962,18.1628,18.9588,19.1078,2.3769,0.17616,O,Q,0.98877,c3,25.24
1120,Well50,2235,2118.59081,99.98,42.755,39.1547,47.9756,43.2321,2.2832,0.21742,O,Q,0.705566,c3,62.26
1123,Well50,2262.5,2143.98155,101.31,50.6124,7.1652,7.8297,8.3606,2.3483,0.21219,O,Q,2.10498,c3,40.88
1124,Well50,2283.8,2163.625461,101.47,39.797,8.3929,9.2816,10.1173,2.361,0.17722,O,Q,1.265381,c3,78.17
1126,Well50,2376,2248.606318,103.67,41.1413,8.4139,8.6871,8.3661,2.3311,0.22297,O,Q,2.529297,c3,118.4
1132,Well51,1606,1407.307823,74.93,59.6089,6.4977,7.1207,7.9857,2.3429,0.26523,O,S,1.498047,a,51.41
1133,Well51,1622.8,1422.330987,78.4,56.4367,6.3095,6.7994,8.0008,2.3522,0.22773,O,S,4.228149,a,2.57
1134,Well51,1626,1425.192542,79.31,52.3083,7.6565,8.2274,9.8065,2.3072,0.25137,O,S,4.228149,a,24.84
1135,Well51,1641.3,1438.888708,80.43,52.4931,5.3474,5.79,7.0216,2.357,0.23408,O,S,3.684326,a,3.1
1136,Well51,1792.7,1573.273404,82.95,51.261,3.1023,3.3888,4.3611,2.3068,0.22867,W,S,6.799438,b1,25.61
1138,Well51,2518.1,2091.313542,106.21,62.4455,17.9002,22.348,22.3488,2.3718,0.19628,O,S,1.883057,c2,38.22
1144,Well51,2574.6,2127.818886,104.09,57.7628,16.547,21.083,26.2924,2.4806,0.16026,O,S,0.779785,c2,974.45
1146,Well51,2613.7,2152.855244,105.01,44.485,28.9966,15.1026,11.8831,2.3853,0.18017,O,S,0.785889,c2,12.6
1150,Well51,2656.2,2180.134986,105.52,52.9879,33.983,78.4579,43.6529,2.3186,0.20324,O,S,3.125,c2,20.85
1154,Well51,2709.1,2214.140659,106.91,45.5324,23.4901,32.0498,43.5768,2.355,0.21232,O,S,0.492188,c2,113.06
1158,Well51,2829,2292.576234,109.94,53.3886,19.0306,17.99,18.9575,2.4209,0.14762,O,S,0.59668,c2,5.36
1160,Well51,2839.5,2299.42486,110.32,41.6819,8.9684,9.1285,10.6501,2.3441,0.19405,W,S,6.349121,c2,5.21
1161,Well51,2841.8,2300.925035,110.71,36.4137,7.4935,8.4049,10.0887,2.3572,0.19009,W,S,6.349121,c2,26.1
1167,Well51,2915.5,2349.393876,112.08,49.3528,62.1765,63.8106,48.0495,2.4951,0.16859,O,S,0.200684,c2,3.92
1168,Well51,2957,2376.857924,114.78,38.3854,51.7565,85.8767,86.5647,2.3625,0.13381,O,S,1.631104,c2,31.28
1170,Well51,3011,2413.38868,113.98,39.1863,45.0114,43.8233,45.0896,2.4079,0.17954,O,S,0.730225,c2,11.18
1172,Well51,3046.4,2437.796419,114.86,44.7624,11.4972,13.5787,15.617,2.4374,0.16396,O?,S,1.059326,c2,1.07
1173,Well52,1633,1512.072256,79.51,49.2513,2.7741,3.1223,4.0126,2.3233,0.26986,W,B,4.705444,b1,21.75
1174,Well52,1664,1538.413003,83.43,42.4399,1.7198,2.0115,2.7344,2.2742,0.26912,W,B,1.92688,b1,42.76
1176,Well52,1749.6,1608.533351,74.11,40.4023,23.5352,29.0419,32.1953,2.2903,0.23257,O,S,1.471191,b3,159.66
1177,Well52,1753.4,1611.58671,77.11,44.7977,13.1638,14.6375,15.3161,2.3166,0.238,O,S,1.715576,b3,14.3
1178,Well52,1771.5,1626.124323,78.24,28.4097,28.2173,34.9106,36.9623,2.1323,0.26669,O,S,3.302856,b3,1319.52
1179,Well52,1789.9,1640.889826,80.16,47.1556,13.3042,18.7549,23.2038,2.311,0.23119,O,S,0.611206,b3,18.85
1180,Well52,1847.71,1686.923455,87.8,45.2924,4.4487,4.9456,6.1654,2.292,0.27773,W,B,6.117554,b4,93.71
1185,Well52,2155.5,1919.797871,91.15,43.6334,6.3437,6.5625,7.6988,2.2691,0.27444,O?,B,1.839111,c2,226.67
1186,Well52,2175.8,1935.200771,91.92,53.6467,7.4547,8.3557,9.9604,2.3143,0.23175,O,B,2.202759,c2,15.91
1187,Well52,2201.1,1954.505513,92.61,45.5835,15.4365,17.5829,21.786,2.2065,0.17112,O,B,2.449707,c3,643.76
1191,Well52,2267.7,2005.927282,95.86,49.6004,10.5488,12.8794,14.8254,2.3605,0.23485,O,B,0.476929,c3,28.34
1193,Well52,2310.9,2039.961917,100.49,47.0681,7.7002,8.4942,9.7305,2.4034,0.21574,O,B,1.689575,c3,2.98
1195,Well52,2331.6,2056.377814,98.12,36.7636,6.0657,6.4657,7.8242,2.2823,0.24159,W,B,2.906738,c3,302.64
1196,Well52,2332.9,2057.413312,98.32,32.5139,4.8612,4.9729,5.8083,2.2279,0.2482,W,B,2.906738,c3,1109.38
1197,Well52,2338.5,2061.873922,98.83,39.8782,7.2207,7.633,9.1494,2.3165,0.22704,O,B,3.88208,c3,6.22
1200,Well52,2391.8,2104.543627,100.88,32.8049,6.3234,7.0149,7.3438,2.2866,0.22206,W,B,0.614014,c4,408.62
