TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,RFT
597,Well28,2750.5,2022.187039,90.25,,,,,,,O,I,2.178711,b4,NORMAL
598,Well28,2758.5,2027.639976,90.61,,,,,,,O,I,4.558716,b4,NORMAL
599,Well28,2764.7,2031.85103,92.44,,,,,,,O,I,1.345093,b4,NORMAL
600,Well28,2773.5,2037.818834,90.81,,,,,,,O,I,4.961548,b4,NORMAL
601,Well28,2789,2048.330377,92.12,,,,,,,O,I,4.645508,b4,NORMAL
602,Well28,2796,2053.090047,92.13,,,,,,,O,I,2.792236,b4,NORMAL
603,Well28,2817.8,2067.914398,92.48,,,,,,,O,I,1.248779,b4,OTHER
604,Well29,2537.4,2022.59923,86.12,41.2421,3.0647,3.1915,3.9979,2.3063,0.24185,W,I,6.244873,b3,NORMAL
606,Well29,2583.4,2058.175113,91.64,55.5302,9.1454,9.9105,10.3576,2.4861,0.19121,O,I,1.767822,b3,NORMAL
608,Well29,2625.7,2090.868154,95.49,48.5693,4.6498,4.8059,5.9336,2.3259,0.20096,W,I,7.054443,b4,NORMAL
609,Well29,2647.3,2107.508726,96.03,44.6181,3.845,3.8105,4.4649,2.2977,0.22905,W,I,5.861328,b4,NORMAL
610,Well29,2689.2,2139.674114,96.67,43.6757,3.9083,3.9592,4.5973,2.3062,0.20824,W,I,9.344238,b4,NORMAL
615,Well29,2813.4,2234.681211,97.86,43.9899,4.5565,4.2816,4.6798,2.3343,0.21899,W,I,3.137695,b4,NORMAL
617,Well29,2830,2247.327538,97.81,33.6269,4.4953,4.1117,4.3364,2.3181,0.19357,W,I,5.685547,b4,NORMAL
618,Well29,2855,2266.337001,97.63,49.4329,7.1299,8.2125,9.3961,2.3521,0.19787,W,I,5.671387,b4,NORMAL
619,Well29,2866.1,2274.76808,95.28,69.3995,21.2883,17.3594,18.3303,2.3681,0.22403,O,I,1.040283,b4,NORMAL
620,Well29,2869.9,2277.651653,96.21,55.5563,23.3588,25.7367,27.4253,2.3162,0.21514,O,I,4.96875,b4,NORMAL
622,Well30,1800.8,1700.454306,73.95,54.5056,2.6835,2.8674,3.2994,2.2843,0.24268,W,D,2.799805,b3,NORMAL
623,Well30,1813.2,1711.854397,76.76,63.0547,3.1203,3.1052,3.4113,2.345,0.25064,W,D,1.960693,b3,NORMAL
626,Well30,1852,1747.548954,79.27,55.03,2.5294,2.6535,3.1673,2.2938,0.24828,W,D,4.349854,b3,NORMAL
627,Well30,1881.3,1774.527773,81.44,53.0548,2.2504,2.3303,2.7506,2.2517,0.28227,W,D,4.209839,b4,NORMAL
628,Well30,1890.3,1782.815916,82.32,51.8203,2.3027,2.4379,2.874,2.2575,0.25014,W,D,1.824219,b4,NORMAL
630,Well30,1914,1804.644843,84.12,48.4252,3.3366,3.4339,3.848,2.3343,0.24801,W,D,4.773926,b4,NORMAL
633,Well30,1958.4,1845.602751,84.66,55.802,1.5912,1.6686,2.0613,2.2405,0.27732,W,D,5.206543,b4,NORMAL
635,Well30,1976.4,1862.227482,85.17,51.0487,1.8785,1.9259,2.2318,2.2632,0.24854,W,D,6.055664,b4,NORMAL
636,Well30,1985,1870.179149,85.52,50.1845,1.5871,1.6028,1.86,2.2342,0.25407,W,D,7.045166,b4,NORMAL
637,Well30,1995.7,1880.072502,86.13,43.919,1.8044,1.8606,1.9973,2.26,0.288,W,D,1.409668,b4,NORMAL
639,Well30,2017,1899.771044,86.44,46.0178,4.3148,4.4352,4.8654,2.2836,0.23816,W,D,10.711426,b4,NORMAL
641,Well30,2035.5,1916.885161,86.13,51.5734,1.7992,1.8635,2.1508,2.2515,0.25798,W,D,2.255005,b4,NORMAL
642,Well31,1863.8,1704.509637,81.86,45.0321,3.0768,3.2736,3.871,2.2882,0.24153,W,D,5.177612,b3,NORMAL
643,Well31,1873,1712.959661,81.94,50.0391,2.8393,2.9523,3.2448,2.309,0.23579,W,D,2.379517,b3,NORMAL
645,Well31,1895,1733.172675,82.18,32.0786,2.6248,2.7284,3.2002,2.2031,0.25795,W,D,2.521118,b3,NORMAL
649,Well31,1977.5,1809.093207,83.74,45.1196,2.9089,3.0077,3.5449,2.2666,0.24509,W,D,2.94812,b4,NORMAL
650,Well31,1988.8,1819.509106,84.47,62.9055,3.1861,3.2929,3.7429,2.3584,0.28427,W,D,1.54541,b4,NORMAL
651,Well31,2001,1830.754591,84.61,55.2494,1.8966,2.0062,2.2506,2.2523,0.27529,W,D,5.622925,b4,NORMAL
653,Well31,2028.7,1856.310079,85.56,43.3148,1.8407,1.883,2.2192,2.2634,0.26692,W,D,3.515381,b4,NORMAL
654,Well31,2048.5,1874.593883,85.74,37.0271,1.4837,1.5689,1.966,2.204,0.28061,W,D,3.659912,b4,NORMAL
655,Well31,2060,1885.215038,86.63,40.2,1.627,1.6692,1.8961,2.2284,0.2937,W,D,3.66272,b4,NORMAL
656,Well31,2075,1899.097678,86.71,39.6178,1.9011,2.0179,2.4007,2.2779,0.2375,W,D,7.192505,b4,NORMAL
657,Well31,2085.8,1909.094215,86.89,42.0048,2.9048,3.0425,3.3595,2.2407,0.28695,W,D,3.388184,b4,NORMAL
660,Well32,1815.6,1589.732572,72.97,51.115,23.8633,31.1967,29.9009,2.2106,0.28715,O,K,1.253662,b1,NORMAL
661,Well32,1830.5,1599.91787,77.09,39.2306,2.6082,2.8269,3.7269,2.2026,0.26021,W,K,4.160767,b1,NORMAL
662,Well32,1843,1608.466834,78.2,49.0231,15.9229,15.6368,18.0134,2.2027,0.25791,O,K,6.33313,b1,NORMAL
664,Well32,1909.3,1653.856192,80.84,57.027,22.7073,25.46,33.0347,2.2415,0.26854,O,S,4.050049,b3,NORMAL
665,Well32,1946,1678.824,83.53,46.7193,4.5822,5.0283,6.2807,2.2299,0.27425,W,S,0.62207,b3,NORMAL
668,Well32,1984.8,1705.393452,83.97,56.9666,6.1733,6.4866,8.0853,2.2951,0.2403,W,S,3.261597,b3,NORMAL
670,Well32,2039.8,1743.319873,85.44,51.2973,1.738,1.7608,2.2249,2.188,0.26783,W,S,11.854248,b4,NORMAL
672,Well32,2117,1796.40244,86.51,54.6017,2.5636,2.699,3.3735,2.2828,0.2392,W,S,4.117432,b4,NORMAL
676,Well32,2421,2010.137988,92.94,58.6645,15.1844,19.2781,20.8144,2.337,0.17137,O,G,0.77063,f,NORMAL
677,Well32,2424,2012.313956,93.41,57.5733,23.8964,25.2546,31.7778,2.314,0.18031,O?,G,1.653564,f,NORMAL
679,Well32,2426.9,2014.417391,94.42,72.1559,15.7274,16.6716,17.0179,2.3085,0.23071,O,G,0.551758,f,NORMAL
680,Well32,2435.8,2020.872763,95.06,66.3353,11.5016,13.4265,14.5506,2.3762,0.20167,O,G,0.775269,f,NORMAL
681,Well32,2449.6,2030.907461,95.49,66.2441,15.1173,15.7252,16.4415,2.2996,0.19562,O,G,0.778931,f,NORMAL
682,Well32,2453.2,2033.542476,95.8,61.5749,12.0739,13.3351,13.6741,2.4804,0.17321,O,G,0.334106,f,OTHER
683,Well32,2498.9,2066.912318,96.59,63.3641,8.9653,11.1815,12.7989,2.437,0.15396,O,G,0.993652,c2,NORMAL
684,Well32,2504.1,2070.692794,96.9,80.4936,11.8859,11.5883,11.2477,2.4858,0.1827,O,G,1.43042,c2,NORMAL
687,Well32,2551.5,2104.111617,98.39,50.7821,26.1102,31.9656,33.7205,2.2499,0.22955,O,G,1.900146,c2,NORMAL
690,Well32,2595.2,2133.9117,98.94,50.1458,35.8079,36.0238,45.0589,2.3212,0.22629,O,G,0.918457,c2,NORMAL
691,Well32,2615.5,2147.259009,100.17,52.7833,23.0441,31.3696,32.3595,2.2692,0.24616,O,G,0.686035,c2,NORMAL
692,Well32,2623,2152.147354,100.46,66.8506,31.0529,32.6912,31.4913,2.3131,0.2305,O,G,1.269043,c2,NORMAL
694,Well32,2656.1,2173.643039,101.03,63.6675,16.4264,18.7181,20.9595,2.4138,0.17529,O,G,0.801514,c2,NORMAL
695,Well32,2661.8,2177.403248,92.79,51.9948,41.9926,48.9784,55.9354,2.3437,0.19325,O,G,2.713135,c2,NORMAL
696,Well32,2666,2180.173928,101.11,45.1428,18.3726,22.2532,29.9384,2.3256,0.19099,O,G,1.00708,c2,NORMAL
699,Well32,2695.5,2199.82461,102.17,55.9965,11.9659,13.3423,17.5414,2.3579,0.19644,O,G,1.125488,c2,NORMAL
700,Well32,2712.8,2211.476652,102.3,56.0573,6.6699,7.2276,9.1305,2.3523,0.20421,W,G,1.237793,c2,NORMAL
701,Well32,2714.5,2212.630924,102.39,62.3332,7.2873,8.4754,11.0169,2.4174,0.19745,W,G,0.928955,c2,NORMAL
702,Well32,2836.8,2297.417102,106.65,43.3239,29.5064,27.9677,29.936,2.368,0.18276,O,G,0.737793,c3,NORMAL
705,Well32,2899.4,2340.774421,108.76,55.3596,42.4284,40.6383,37.7178,2.3508,0.194,O,G,2.347412,c3,NORMAL
706,Well32,2901.5,2342.242557,108.96,42.596,201.3362,192.6636,78.6259,2.3121,0.18065,O,G,2.347412,c3,NORMAL
707,Well32,2921.2,2355.995315,109.95,48.2351,51.2169,57.9184,65.4493,2.3006,0.1928,O,G,0.957275,c3,NORMAL
708,Well32,2924,2357.948611,110.15,47.2954,88.5313,137.1126,92.4165,2.3143,0.21461,O,G,2.018799,c3,NORMAL
711,Well32,2940.2,2369.263386,110.67,43.7482,93.9551,90.7171,70.584,2.366,0.18072,O,G,0.63623,c3,NORMAL
713,Well32,2981.3,2398.369408,112.05,54.8136,31.5958,30.1147,60.0868,2.3624,0.16966,O,G,1.206299,c3,NORMAL
714,Well32,2992.6,2406.491785,112.3,64.3335,28.2261,25.072,26.85,2.4205,0.17394,O,G,0.775146,c3,NORMAL
717,Well33,1865.5,1608.289739,77.01,52.3648,2.5594,2.7086,3.1718,2.3013,0.28105,W,S,3.228638,b1,NORMAL
720,Well33,1915.7,1647.77029,79.81,53.0492,2.095,2.1262,2.6451,2.2413,0.24121,W,S,4.932129,b1,NORMAL
721,Well33,1936,1663.821007,80.22,53.734,2.2664,2.3427,2.5588,2.2579,0.26978,W,S,5.312988,b1,NORMAL
723,Well33,1961.5,1684.048828,81,59.9254,17.3489,20.2941,25.4366,2.2176,0.26908,O,S,1.09021,b3,NORMAL
725,Well33,2000.1,1714.730824,81.73,55.7565,6.1043,6.0425,5.7511,2.331,0.23586,O?,S,1.69812,b3,NORMAL
727,Well33,2068,1768.844814,82.85,58.7431,2.3788,2.4519,2.7334,2.2672,0.27791,W,S,1.827515,b4,NORMAL
728,Well33,2076,1775.245735,83.11,54.2006,2.4379,2.4877,2.8858,2.2621,0.26079,W,S,4.755127,b4,NORMAL
731,Well33,2105.1,1798.566283,84.18,46.2976,2.2407,2.3475,2.8285,2.2952,0.24125,W,S,6.487915,b4,NORMAL
736,Well34,2245.8,1869.554232,84.86,59.6882,4.2297,4.5698,5.3498,2.4376,0.20588,W,P,7.53772,b4,OTHER
739,Well34,2265.6,1888.395244,85.46,50.4211,4.8255,5.4466,6.1325,2.4283,0.17415,W,P,2.320435,b4,NORMAL
741,Well34,2291.7,1913.226396,86.28,55.6017,22.1785,24.6363,25.2104,2.3695,0.18634,O,P,2.029419,b4,NORMAL
742,Well34,2302.9,1923.880967,86.66,60.5249,18.1622,21.4758,19.5935,2.3222,0.15751,O,P,1.303955,b4,OTHER
744,Well34,2307.9,1928.645355,87.44,56.4384,12.5522,12.1737,11.1115,2.4555,0.1765,O,P,2.320068,b4,OTHER
748,Well35,2476.3,2071.157285,95.15,64.4993,19.061,19.5655,17.7602,2.4195,0.22732,O,I,0.42334,c2,NORMAL
749,Well35,2496.2,2084.968564,96.44,47.506,26.6488,32.8278,24.1877,2.328,0.20628,O,I,2.113525,c2,NORMAL
750,Well35,2503.2,2089.82163,97.12,50.0962,16.8482,18.8253,17.9134,2.3068,0.22348,O,I,1.267578,c2,NORMAL
751,Well35,2708.8,2232.099622,110.07,35.6296,27.48,32.0986,28.4434,2.223,0.23592,O,I,1.369873,c2,NORMAL
753,Well35,2949.8,2401.418308,99.9,53.5388,12.1641,14.8193,14.9368,2.4325,0.18905,O?,I,1.952393,c3,OTHER
754,Well35,2950,2401.56053,106.53,55.7498,12.4065,14.9353,15.0147,2.4216,0.18379,O?,I,1.952393,c3,NORMAL
755,Well35,2950.4,2401.844973,106.91,48.8009,14.5781,16.948,15.9339,2.4262,0.1804,O?,I,1.952393,c3,OTHER
756,Well35,2950.6,2401.987194,107.88,50.6645,15.1808,17.9543,15.7558,2.421,0.18297,O?,I,1.952393,c3,NORMAL
757,Well35,2951.4,2402.556081,108.6,42.3256,11.9099,14.2933,13.7785,2.4058,0.17791,O?,I,1.952393,c3,NORMAL
759,Well35,2988.1,2428.731255,110.47,46.6215,40.0543,44.7584,33.5995,2.4227,0.18842,O,I,3.375,c3,NORMAL
761,Well35,3044.8,2469.229428,112.57,57.7078,19.2011,20.1307,16.7258,2.4689,0.17019,O,I,0.435303,c3,OTHER
762,Well35,3064.8,2483.50973,112.65,47.253,27.2867,36.9861,26.7788,2.4276,0.1354,O,I,1.305664,c3,OTHER
764,Well35,3087.1,2499.420428,113.09,63.6464,18.8981,21.0982,17.8057,2.5385,0.1599,O?,I,0.760498,c3,OTHER
765,Well35,3097.9,2507.116213,113.2,58.845,12.4508,14.4137,14.29,2.5105,0.17215,W,I,0.650879,c3,OTHER
768,Well36,1880,1737.274784,82.07,46.9037,8.9101,8.8554,10.152,2.26,0.25984,O?,S,5.616943,b3,NORMAL
769,Well36,1959.2,1797.270197,86.57,58.7085,2.1016,2.395,3.4275,2.2316,0.25976,W,S,5.303101,b4,NORMAL
770,Well36,1979.1,1811.402111,87.02,40.8012,1.9166,2.1179,2.6604,2.1942,0.27876,W,S,7.406738,b4,NORMAL
771,Well36,2042.7,1855.431554,87.98,34.1824,2.4696,2.3963,2.5006,2.2364,0.22755,W,S,10.692505,b4,NORMAL
773,Well36,2186.3,1951.939692,91.74,55.1564,15.8029,15.1383,14.348,2.2647,0.23077,O,G,1.610718,c1,NORMAL
774,Well36,2235.1,1983.983244,94.22,40.3434,19.3968,34.3873,35.0215,2.2357,0.24469,O,G,1.105103,c2,NORMAL
775,Well36,2257.2,1998.639617,94.77,49.3113,21.6609,26.7949,27.0302,2.2661,0.24283,O,G,1.730591,c2,NORMAL
776,Well36,2262.6,2002.256398,95.36,48.9672,20.0599,27.4391,29.8596,2.1275,0.24154,O,G,1.123413,c2,NORMAL
778,Well36,2280.8,2014.446301,97.04,51.2594,13.2564,15.9363,19.2466,2.3579,0.20677,O,G,0.924194,c2,NORMAL
780,Well36,2303.8,2029.851162,106,55.4143,7.1242,7.2362,8.3878,2.2588,0.24102,O?,G,0.506592,c2,NORMAL
781,Well36,2336.8,2051.522425,97.37,42.3773,5.689,6.4817,7.7343,2.2255,0.2438,W,G,1.87915,c2,NORMAL
782,Well36,2353.4,2062.401916,97.5,48.7669,8.3881,9.2101,10.3912,2.3099,0.21427,O,G,2.909912,c2,NORMAL
785,Well36,2401.1,2094.093658,99.27,46.9046,14.9661,14.6142,12.4443,2.4404,0.15985,O,G,0.712402,c2,OTHER
787,Well36,2487.6,2151.930222,99.95,69.6833,12.1459,13.5332,10.7996,2.4153,0.20621,O,G,0.62085,c2,NORMAL
791,Well36,2569.8,2207.96931,102.83,55.0711,7.5975,8.605,9.9551,2.3806,0.21186,O?,G,0.720947,c2,NORMAL
792,Well36,2581.7,2216.062171,103.14,52.664,9.9005,11.4082,12.9083,2.4138,0.20216,O?,G,0.831055,c2,OTHER
794,Well36,2692.9,2291.665148,105.54,45.0138,7.0796,7.9476,9.3362,2.335,0.19718,O?,G,0.944092,c3,OTHER
795,Well36,2767.1,2342.326426,106.85,42.12,26.8636,29.6324,25.5269,2.3614,0.18005,O,G,0.846436,c3,NORMAL
797,Well36,2801.8,2366.423699,109.39,40.6872,55.7325,57.8296,40.2099,2.3514,0.17589,O,G,0.634766,c3,NORMAL
800,Well36,2877.5,2418.775907,111.09,39.4552,11.865,13.8886,16.3179,2.4114,0.16067,O,G,0.618896,c3,NORMAL
802,Well36,2959.8,2474.678046,115.34,36.905,28.1422,34.4339,28.1851,2.3475,0.14844,O,G,1.022217,c3,NORMAL
803,Well36,3007.9,2507.328175,115.88,32.836,14.3939,15.0559,15.7275,2.3716,0.16109,O,G,2.528809,c3,NORMAL
805,Well36,3064.2,2547.403694,116.87,43.0938,11.7578,13.4852,16.6544,2.2619,0.20541,O,G,2.207275,c3,NORMAL
807,Well36,3069.1,2550.943276,117.78,33.6956,11.3575,13.05,15.8661,2.3842,0.15568,O,G,2.864502,c3,NORMAL
812,Well36,3206.8,2657.902122,119.31,59.7693,17.1658,17.5266,16.1507,2.468,0.14157,O,D,0.254395,c4,OTHER
813,Well37,2375.3,2102.431461,99.88,80.6366,25.0217,25.1684,25.0317,2.3579,0.17358,O,I,0.962158,c2,OTHER
817,Well37,2469.5,2193.116254,102.73,53.7211,31.5289,32.0818,33.1106,2.3377,0.213176,O,I,0.866455,c2,OTHER
818,Well37,2483,2206.112876,103.01,62.0301,34.4779,34.5484,35.666,2.3556,0.188162,O,I,0.962646,c2,NORMAL
819,Well37,2493.2,2215.930888,103.31,53.8924,39.9515,40.2996,40.9427,2.422,0.166309,O,I,1.155273,c2,NORMAL
821,Well37,2569.2,2289.157401,106.27,46.7665,34.386,35.3303,35.9749,2.3702,0.18495,O,I,1.445801,c2,NORMAL
823,Well37,2630.4,2348.163509,106.81,44.8611,11.016,11.2759,11.893,2.2905,0.20369,O,N,3.473877,c3,NORMAL
825,Well37,2675.6,2391.688755,109.03,52.7799,12.6571,12.8879,13.3299,2.4516,0.175843,O,N,0.771729,c3,OTHER
826,Well37,2693.8,2409.233397,109.35,48.5375,7.2823,7.4028,7.7483,2.3499,0.217849,O,N,1.350342,c3,OTHER
829,Well37,2741.5,2455.207985,111.12,56.7484,10.8238,10.872,11.1409,2.3938,0.180855,O,N,0.963623,c3,OTHER
830,Well37,2744.7,2458.29123,110.99,52.8218,20.0315,20.3351,21.2194,2.5525,0.112866,O,N,0.481689,c3,OTHER
831,Well37,2797.6,2509.252948,111.81,62.4221,45.0789,45.0035,44.9957,2.4798,0.15105,O,N,0.385498,c4,NORMAL
832,Well37,2802.2,2513.684366,111.05,65.7061,20.2369,19.6798,19.2255,2.5148,0.18548,O,N,0.096191,c4,NORMAL
833,Well38,2136.5,1917.847295,91.86,52.5103,8.9398,,,2.3755,0.191892,O?,C,2.017212,b2,OTHER
834,Well38,2280,2048.635917,96.34,49.1298,10.9636,,,2.3972,0.199187,O,D,0.981567,f,NORMAL
835,Well38,2284.5,2052.6219,95.4,46.5326,9.6853,,,2.4208,0.155215,O,D,1.780029,f,NORMAL
836,Well38,2292.8,2059.973824,95.17,71.0193,12.7295,,,2.3864,0.202473,O,D,0.177002,f,NORMAL
837,Well38,2352.2,2111.400536,98.05,35.3387,4.3315,,,2.212,0.217706,W,D,3.632568,f,NORMAL
838,Well38,2393.7,2145.76023,99.66,48.1467,17.9155,,,2.3222,0.193281,O,D,0.811523,f,NORMAL
839,Well38,2600.3,2294.474634,104.16,53.0217,9.5391,,,2.2827,0.214894,O?,D,0.904541,f,OTHER
840,Well38,2634,2316.467513,104.57,43.6266,7.5548,,,2.3504,0.184733,O?,D,4.143555,f,NORMAL
841,Well38,2634,2316.467513,104.32,43.6266,7.5548,,,2.3504,0.184733,O?,D,4.143555,f,NORMAL
842,Well39,1199.99,1138.769272,66.609754,65.5788,1.282,,,2.2125,0.312,W,S,7.839355,a,NORMAL
843,Well39,1408.48,1338.678079,71.738608,63.8762,2.767,,,2.2395,0.301,W,S,5.840942,a,NORMAL
844,Well39,1637.97,1525.591364,77.384062,67.9516,2.744,,,2.2564,0.302,W,S,7.110718,b1,NORMAL
845,Well39,1676.52,1552.567223,78.332392,61.0867,2.688,,,2.2512,0.265,W,S,5.572266,b1,NORMAL
846,Well39,1705.01,1572.190622,79.033246,55.5178,3.163,,,2.3026,0.267,W,S,3.25,b1,NORMAL
847,Well39,1724.02,1585.275547,79.500892,83.4998,4.677,,,2.428,0.239,O?,S,1.155762,b1,OTHER
848,Well39,1763.02,1611.817928,80.460292,55.1354,10.855,,,2.2235,0.257,O,S,4.218506,b1,NORMAL
849,Well39,1776.01,1620.585481,80.779846,56.9908,12.679,,,2.1852,0.266,O,S,4.420166,b1,NORMAL
850,Well39,1779.01,1622.61032,80.853646,59.1642,14.231,,,2.1902,0.263,O,S,4.420166,b1,NORMAL
851,Well39,1828.99,1656.520418,82.083154,43.7712,12.015,,,2.2073,0.237,O,S,2.182861,b3,NORMAL
852,Well39,1861,1678.388896,82.8706,79.6494,11.892,,,2.2947,0.273,O,S,1.981445,b3,NORMAL
853,Well39,1903.46,1707.546318,83.915116,65.4022,2.623,,,2.2574,0.258,W,S,5.461792,b3,NORMAL
854,Well39,1934.01,1728.608101,84.666646,65.0487,1.934,,,2.2272,0.282,W,S,3.047974,b4,NORMAL
855,Well39,1959.96,1746.47503,85.305016,62.5151,1.97,,,2.2413,0.306,W,S,6.073364,b4,NORMAL
856,Well39,2041.99,1802.838777,87.322954,56.4311,3.226,,,2.3302,0.211,W,S,6.074707,b4,NORMAL
857,Well40,1270.53,1196.403184,68.345038,93.5042,3.482,,,2.1974,0.27,W,S,4.199341,a,OTHER
858,Well40,1546.48,1397.747595,75.133408,73.3765,2.788,,,2.2322,0.275,W,S,4.196289,b1,NORMAL
859,Well40,1634.46,1459.931484,77.297716,70.0419,4.701,,,2.271,0.287,W,S,2.994507,b1,NORMAL
860,Well40,1684.43,1495.114629,78.526978,61.9994,2.718,,,2.2374,0.271,W,S,4.197021,b1,NORMAL
861,Well40,1714.97,1516.782514,79.278262,70.4586,10.953,,,2.2675,0.273,O,S,4.453125,b1,NORMAL
862,Well40,1742.97,1536.570169,79.967062,68.5809,6.836,,,2.2383,0.267,O,S,2.778809,b1,NORMAL
863,Well40,1760.88,1549.104299,80.407648,67.2536,12.284,,,2.2957,0.261,O,S,2.961548,b1,NORMAL
864,Well40,1771.54,1556.509353,80.669884,72.3611,11.779,,,2.219,0.253,O,S,4.236328,b1,NORMAL
865,Well40,1784.03,1565.197148,80.977138,57.5214,16.283,,,2.2249,0.257,O,S,8.28479,b1,NORMAL
866,Well40,1788.47,1568.300873,81.086362,63.41,19.035,,,2.216,0.236,O,S,8.28479,b1,NORMAL
867,Well40,1827.55,1595.790149,82.04773,106.6131,13.614,,,2.2467,0.271,O,S,2.05542,b3,NORMAL
868,Well40,1835.06,1601.114323,82.232476,90.7563,6.643,,,2.2881,0.269,O,S,0.979126,b3,OTHER
869,Well40,1847.98,1610.365126,82.550308,72.6222,20.492,,,2.2401,0.284,O,S,3.609619,b3,NORMAL
870,Well40,1864.53,1622.270143,82.957438,96.6371,7.568,,,2.3053,0.233,O,S,3.410889,b3,NORMAL
871,Well41,1665,1486.637852,78.049,50.4437,3.287,,,2.2135,0.247,W,S,4.666626,b1,NORMAL
872,Well41,1693,1505.029951,78.7378,44.4668,16.161,,,2.1917,0.265,O,S,2.120361,b1,NORMAL
873,Well41,1727,1527.557991,79.5742,49.1406,20.1329,,,2.2719,0.238,O,S,1.919312,b1,NORMAL
874,Well41,1742,1537.536399,79.9432,64.1973,12.255,,,2.3048,0.265999,O,S,3.151245,b1,NORMAL
875,Well41,1751.5,1543.884472,80.1769,44.8791,28.713,,,2.1919,0.251999,O,S,2.961304,b1,NORMAL
876,Well41,1768,1555.073825,80.5828,34.8262,39.6877,,,2.1489,0.257,O,S,5.914795,b1,NORMAL
877,Well41,1802,1578.901551,81.4192,58.8867,15.569,,,2.3077,0.218,O,S,1.437744,b3,NORMAL
878,Well41,1829,1598.790759,82.0834,52.4625,41.082,,,2.2449,0.246,O,S,5.124756,b3,NORMAL
879,Well41,1846,1611.483861,82.5016,77.3274,9.284,,,2.331,0.229001,O,S,1.028687,b3,NORMAL
880,Well41,1910,1659.319425,84.076,51.7374,13.426,,,2.1756,0.283002,O,S,1.135742,b4,NORMAL
881,Well41,1916.5,1664.165015,84.2359,53.6743,12.377,,,2.2035,0.260001,O,S,2.950806,b4,NORMAL
882,Well41,1931,1674.941498,84.5926,45.374,41.869,,,2.1931,0.266,O,S,10.973389,b4,NORMAL
883,Well41,1953.5,1691.62277,85.1461,49.0886,29.4169,,,2.1901,0.252,O,S,6.986938,b4,NORMAL
884,Well41,1962,1697.894628,85.3552,52.9821,15.746,,,2.223,0.241001,O,S,4.613403,b4,NORMAL
885,Well41,1979.5,1710.80444,85.7857,50.2651,6.985,,,2.2062,0.269001,O,S,5.1604,b4,NORMAL
886,Well41,1992.5,1720.35062,86.1055,43.7506,1.988,,,2.1932,0.287998,W,S,6.7146,b4,NORMAL
887,Well41,2034,1750.809209,87.1264,44.1211,1.622,,,2.1503,0.279,W,S,6.159058,b4,NORMAL
888,Well42,1638,1496.480951,86.27777778,47.3417,2.997,,,2.252,0.266999,W,S,3.561157,a,NORMAL
889,Well42,1638.01,1496.488246,84.66666667,47.3417,2.997,,,2.252,0.266999,W,S,3.561157,a,NORMAL
890,Well42,1669.98,1519.573492,78.171508,30.1462,2.4138,,,2.188,0.244016,W,S,1.418091,a,NORMAL
891,Well42,1710.49,1548.462069,77.88888889,54.0352,14.9266,,,2.235,0.24699,O,S,4.879028,b1,NORMAL
892,Well42,1722.48,1556.805345,79.61111111,56.156,17.0937,,,2.287,0.225005,O,S,3.931641,b1,NORMAL
893,Well42,1730.8,1562.594841,80.88888889,69.4388,6.6235,,,2.45,0.214027,O,S,0.209229,b1,NORMAL
894,Well42,1731.03,1562.754888,80.44444444,54.106,7.5393,,,2.565,0.149019,O,S,0.209229,b1,OTHER
895,Well42,1795.97,1606.832022,82.16666667,67.9769,18.885,,,2.357,0.259981,O,S,0.823364,b3,OTHER
896,Well42,1796.2,1606.987111,81.27652,60.6793,17.6053,,,2.254,0.289,O,S,0.823364,b3,NORMAL
897,Well42,1801.01,1610.230503,82.61111111,58.0022,20.6856,,,2.248,0.244991,O,S,1.851318,b3,NORMAL
898,Well42,1852.53,1644.942559,83.5,54.6669,3.1461,,,2.303,0.251003,W,S,1.539062,b3,NORMAL
899,Well42,1881.01,1663.770109,84.5,56.953,8.2822,,,2.234,0.272971,O,S,2.572144,b4,NORMAL
900,Well42,1888.98,1668.893031,84.83333333,52.7878,9.3364,,,2.192,0.240977,O,S,2.457153,b4,NORMAL
901,Well42,1903.99,1678.541094,85.11111111,50.7489,17.952,,,2.254,0.222016,O,S,4.746094,b4,NORMAL
902,Well42,1910.51,1682.707831,85.33333333,53.0425,26.0079,,,2.225,0.284003,O,S,1.355713,b4,NORMAL
903,Well42,1917.51,1687.165084,85.55555556,45.1736,24.3934,,,2.19,0.286004,O,S,4.072266,b4,NORMAL
904,Well42,1928.5,1694.162973,86.33333333,69.5152,12.2053,,,2.298,0.243022,O,S,2.040894,b4,NORMAL
905,Well42,1937.99,1700.210027,86.27777778,50.2902,22.8581,,,2.263,0.258973,O,S,5.255493,b4,NORMAL
906,Well42,1951,1708.511655,86.61111111,43.3275,6.8495,,,2.334,0.208007,W,S,3.50061,b4,NORMAL
907,Well42,1975.98,1724.442704,86.72222222,48.75,2.3082,,,2.246,0.239004,W,S,4.468628,b4,NORMAL
908,Well43,1718.68,1483.367617,76,64.2836,2.9348,2.9139,3.1757,2.181,0.264871,W,H,1.080811,a,NORMAL
909,Well43,1824.78,1574.558049,80.1,45.7711,4.6955,4.6417,4.8701,2.2625,0.248602,W,H,1.571777,b1,NORMAL
910,Well43,1883.98,1622.581858,80.9,34.251,2.3534,2.3264,2.5983,2.1928,0.22458,W,H,1.984131,b1,NORMAL
