,TESTID,WellID,DepthMD,DepthTVDSS,Temp,GR,Resist_deep,Resist_medium,Resist_short,Density ,Neutron,FluidType,Subblock,Thickness,Reservior,RFT
383,482,22,3282.29,2481.776906,117.83433400000001,61.192,15.279000000000002,16.829,20.313,2.444,0.18100000000000002,O?,I,2.3425290000000003,c3,OTHER
384,483,22,3287.98,2485.59906,117.97430800000001,50.097,16.227999999999998,18.805999999999997,26.545,2.516,0.13699999999999998,O?,I,0.536377,c3,OTHER
385,484,22,3305.81,2497.576036,118.412926,55.913999999999994,18.923,24.499000000000002,38.466,2.533,0.135,O?,I,1.553711,c3,OTHER
386,485,22,3334.7,2517.287585,119.12361999999999,40.35,23.539,29.789,46.47,2.401,0.175,O,I,1.999512,c3,OTHER
387,490,22,3397.79,2561.514707,120.675634,69.009,12.169,12.597000000000001,13.933,2.531,0.17800000000000002,O?,I,0.07104500000000001,c3,OTHER
388,491,23,2128.0,1667.038094,82.4,28.076999999999998,121.552,119.45700000000001,117.215,2.1069999999999998,0.261,O,D,8.210327000000001,b3,NORMAL
389,492,23,2159.2,1686.594997,84.0,46.193000000000005,9.389,9.561,10.181000000000001,2.238,0.251,O,D,3.8858639999999998,b3,NORMAL
390,493,23,2174.3,1696.070061,84.7,56.74,8.014,8.106,8.394,2.3,0.22899999999999998,O,D,4.269043,b3,NORMAL
391,495,23,2239.3,1737.1356230000001,87.0,38.064,16.636,16.794,17.4,2.263,0.25,O,D,3.481323,b4,NORMAL
392,496,23,2248.4,1742.908913,87.2,54.922,12.93,13.318,14.84,2.2969999999999997,0.259,O,D,3.4202879999999998,b4,NORMAL
393,499,23,2300.4,1776.0951719999998,87.3,50.318000000000005,10.055,10.186,11.030999999999999,2.2680000000000002,0.22699999999999998,O,D,5.926880000000001,b4,NORMAL
394,501,23,2352.0,1809.36841,88.0,44.195,44.276,43.786,46.248000000000005,2.1919999999999997,0.242,O,D,4.133179,b4,NORMAL
395,511,24,2618.4,2184.429995,105.7,38.738,47.223,47.293,9999.0,2.262,0.225,G,K,2.113281,c1,NORMAL
396,512,24,2637.5,2197.462364,98.4,42.298,39.75,40.1,9999.0,2.35,0.174,G,K,1.706543,c1,NORMAL
397,513,24,2640.5,2199.509333,99.3,58.239,29.054000000000002,29.261,0.2407,2.3569999999999998,0.16399999999999998,G,K,1.433838,c1,NORMAL
398,514,24,2713.3,2249.955884,101.2,55.251999999999995,17.701,17.737000000000002,0.2149,2.355,0.209,O,K,0.98877,c2,OTHER
399,517,24,2739.5,2268.444092,102.2,51.817,25.212,25.293000000000003,0.1547,2.384,0.212,O,K,0.775879,c2,NORMAL
400,518,24,2746.0,2273.022215,102.6,47.43,23.276,23.392,0.0777,2.286,0.226,O,K,1.056396,c2,NORMAL
401,520,24,2801.6,2312.150333,103.7,55.075,7.191,7.232,0.2118,2.372,0.184,W,K,1.056641,c2,NORMAL
402,521,24,2818.8,2324.267246,103.9,41.93,8.453,8.521,9999.0,2.344,0.18100000000000002,W,K,1.197998,c2,NORMAL
403,522,24,2823.7,2327.726025,104.3,44.199,12.523,12.571,0.021,2.392,0.19899999999999998,W,K,0.7756350000000001,c2,OTHER
404,524,24,2891.8,2375.870016,106.2,49.556000000000004,66.01899999999999,66.016,0.115,2.415,0.14400000000000002,O,K,0.637207,c2,OTHER
405,527,24,2939.0,2409.299056,107.6,36.818000000000005,70.971,71.48,9999.0,2.309,0.214,O?,K,1.416504,c2,NORMAL
406,529,24,2957.9,2422.70297,108.7,37.967,77.21600000000001,77.555,9999.0,2.307,0.188,O?,K,0.710205,c2,OTHER
407,530,24,3119.5,2538.081091,111.0,38.446999999999996,131.392,131.572,9999.0,2.34,0.17800000000000002,G,K,0.871582,c2,NORMAL
408,532,25,1812.5,1694.860486,78.5,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,K,6.154419,a,NORMAL
409,533,25,1867.0,1738.1319449999999,82.2,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,K,4.442627,a,NORMAL
410,534,25,1885.5,1752.160764,83.4,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,K,0.972656,a,OTHER
411,535,25,1890.5,1755.89345,83.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,W,K,1.48584,a,NORMAL
412,536,25,1912.0,1771.4252210000002,83.5,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,D,2.700806,b3,NORMAL
413,537,25,1992.0,1824.9884100000002,84.2,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,D,1.699707,b4,NORMAL
414,538,25,2004.0,1832.8350010000001,84.5,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,D,2.740723,b4,NORMAL
415,539,26,2776.9,2261.311843,81.71,49.5286,18.5485,22.3245,37.604,2.42,0.14899,O,K,0.42211899999999997,c1,OTHER
416,543,26,2803.7,2280.0027059999998,97.83,44.1202,38.269,44.2848,44.3994,2.3406,0.19862,O,K,2.675049,c1,NORMAL
417,547,26,2887.2,2339.46519,100.18,76.34899999999999,6.8374,7.3358,8.0823,2.4028,0.25648000000000004,W,K,0.541748,c2,NORMAL
418,548,26,2893.0,2343.590377,102.53,56.5185,29.885,29.0341,33.1001,2.3851,0.19363,O,K,3.031982,c2,NORMAL
419,551,26,2898.3,2347.347669,104.3,46.9351,20.2954,25.0462,28.2946,2.3085,0.2197,O,K,1.2971190000000001,c2,NORMAL
420,552,26,2909.0,2354.872075,103.02,44.0887,14.5552,14.4268,16.6102,2.3163,0.21933000000000002,O,K,1.716309,c2,NORMAL
421,553,26,2919.2,2362.044873,104.78,55.2848,18.5826,22.8133,22.824,2.2768,0.24276,O,K,1.172607,c2,NORMAL
422,554,26,2925.8,2366.6851739999997,104.94,56.0439,18.4524,26.1961,26.5501,2.3177,0.20581999999999998,O,K,1.060791,c2,NORMAL
423,555,26,2935.0,2373.084131,105.1,58.0998,15.366,19.4311,21.2419,2.3355,0.19997,O,K,0.6362300000000001,c2,NORMAL
424,556,26,2957.8,2388.918433,105.46,63.761,24.2691,28.2636,28.9807,2.3896,0.17992,O,K,0.6342770000000001,c2,NORMAL
425,557,26,2969.9,2397.243768,106.15,40.2936,7.8512,8.5517,11.3176,2.3318,0.20496999999999999,W,K,2.515381,c2,OTHER
426,558,26,3038.0,2444.004687,106.9,43.6147,25.8789,26.1752,24.7151,2.3515,0.15715,O,K,0.737061,c2,NORMAL
427,559,26,3051.2,2452.986503,107.28,48.7383,29.9443,38.4504,36.1245,2.3263,0.23883000000000001,O,K,0.9353030000000001,c2,NORMAL
428,560,26,3067.7,2464.1694079999997,107.98,53.1344,23.2666,27.7929,26.5777,2.3866,0.19608,O,K,1.420898,c2,OTHER
429,561,26,3090.0,2478.987028,109.34,49.2446,35.9595,39.1529,36.9909,2.3318,0.19919,O,K,0.7070310000000001,c2,NORMAL
430,562,26,3105.8,2489.479356,109.75,44.4685,26.1963,44.5998,36.5622,2.2752,0.15432,O,K,0.910156,c2,NORMAL
431,566,27,2908.0,2367.916668,107.99,35.0543,40.2663,59.1307,83.5056,2.249,0.15741,G,K,2.504395,f,NORMAL
432,567,27,2909.3,2368.8080010000003,108.45,38.1946,35.658,65.55,60.6713,2.2191,0.12258,G,K,2.504395,f,NORMAL
433,568,27,2978.0,2416.329941,110.9,40.7142,33.8577,44.5536,39.3475,2.377,0.17021,O,K,0.957031,c2,NORMAL
434,569,27,2999.9,2431.648161,111.73,53.8596,28.7686,39.2434,38.8922,2.3234,0.13759000000000002,O,K,0.427246,c2,OTHER
435,570,27,3032.8,2454.733873,112.12,44.9868,85.405,98.6647,87.2636,2.3685,0.20109000000000002,O,K,2.0334470000000002,c2,NORMAL
436,571,27,3033.8,2455.4362300000003,112.73,42.449,136.5732,145.1573,82.075,2.4008,0.18142,O,K,2.0334470000000002,c2,NORMAL
437,573,27,3066.2,2478.243439,105.25,49.5695,48.8762,45.2439,40.902,2.331,0.19168,O,K,0.645752,c2,NORMAL
438,574,27,3075.9,2485.0922960000003,107.21,43.5442,39.0117,45.9843,47.442,2.3689,0.16484000000000001,O,K,0.32324200000000003,c2,NORMAL
439,575,27,3177.2,2557.384829,111.97,54.4808,21.3736,30.5675,32.4481,2.4234,0.17463,O,K,0.5515140000000001,c2,OTHER
440,578,27,3245.6,2607.180159,114.37,64.5535,9.7762,10.1037,10.3355,2.4566,0.18800999999999998,O,K,0.335449,c2,OTHER
441,580,27,3327.3,2668.825202,118.26,52.5817,10.7986,12.5654,14.1955,2.4895,0.17268,O,K,0.468262,c2,NORMAL
442,581,27,3331.9,2672.3556,118.58,48.6792,14.8348,15.077,15.1402,2.4276,0.14434,O,K,0.7028810000000001,c2,NORMAL
443,582,27,3348.5,2685.155534,118.94,48.5032,9.3477,11.0524,11.6299,2.383,0.16105,O,K,1.1762700000000001,c2,NORMAL
444,583,27,3364.5,2697.544628,119.51,44.5714,10.690999999999999,11.6546,13.4675,2.4453,0.15433,O,K,0.473145,c2,NORMAL
445,584,27,3389.4,2716.995454,120.25,48.8848,15.1058,15.4243,15.9435,2.4751,0.1639,O,K,0.480225,c2,OTHER
446,586,28,2638.2,1944.668084,90.28,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,3.7634279999999998,b3,NORMAL
447,587,28,2670.3,1967.1076890000002,90.54,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.95752,b4,NORMAL
448,588,28,2685.5,1977.6185879999998,90.64,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.734497,b4,NORMAL
449,589,28,2696.5,1985.205105,91.01,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.203857,b4,NORMAL
450,590,28,2704.6,1990.78542,91.19,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.200684,b4,NORMAL
451,591,28,2713.5,1996.889765,91.45,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.824341,b4,NORMAL
452,592,28,2723.0,2003.405639,86.39,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9.394165,b4,NORMAL
453,593,28,2727.5,2006.492106,87.88,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9.394165,b4,NORMAL
454,594,28,2731.0,2008.892691,88.9,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,9.394165,b4,NORMAL
455,595,28,2743.0,2017.074911,89.44,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,1.559448,b4,NORMAL
456,596,28,2746.5,2019.460571,89.8,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.181152,b4,NORMAL
457,597,28,2750.5,2022.1870390000001,90.25,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.178711,b4,NORMAL
458,598,28,2758.5,2027.6399760000002,90.61,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,4.558716,b4,NORMAL
459,599,28,2764.7,2031.85103,92.44,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,1.345093,b4,NORMAL
460,600,28,2773.5,2037.818834,90.81,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,4.9615480000000005,b4,NORMAL
461,601,28,2789.0,2048.3303769999998,92.12,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,4.645508,b4,NORMAL
462,602,28,2796.0,2053.0900469999997,92.13,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,2.792236,b4,NORMAL
463,603,28,2817.8,2067.914398,92.48,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,O,I,1.248779,b4,OTHER
464,604,29,2537.4,2022.59923,86.12,41.2421,3.0647,3.1915,3.9979,2.3063,0.24185,W,I,6.244873,b3,NORMAL
465,606,29,2583.4,2058.175113,91.64,55.5302,9.1454,9.9105,10.3576,2.4861,0.19121,O,I,1.7678220000000002,b3,NORMAL
466,608,29,2625.7,2090.868154,95.49,48.5693,4.6498,4.8059,5.9336,2.3259,0.20096,W,I,7.054442999999999,b4,NORMAL
467,609,29,2647.3,2107.508726,96.03,44.6181,3.845,3.8105,4.4649,2.2977,0.22905,W,I,5.861328,b4,NORMAL
468,610,29,2689.2,2139.674114,96.67,43.6757,3.9083,3.9592,4.5973,2.3062,0.20824,W,I,9.344238,b4,NORMAL
469,615,29,2813.4,2234.681211,97.86,43.9899,4.5565,4.2816,4.6798,2.3343,0.21899000000000002,W,I,3.137695,b4,NORMAL
470,617,29,2830.0,2247.327538,97.81,33.6269,4.4953,4.1117,4.3364,2.3181,0.19357,W,I,5.685547,b4,NORMAL
471,618,29,2855.0,2266.3370010000003,97.63,49.4329,7.1299,8.2125,9.3961,2.3521,0.19787000000000002,W,I,5.671387,b4,NORMAL
472,619,29,2866.1,2274.7680800000003,95.28,69.3995,21.2883,17.3594,18.3303,2.3681,0.22403,O,I,1.040283,b4,NORMAL
473,620,29,2869.9,2277.651653,96.21,55.5563,23.3588,25.7367,27.4253,2.3162,0.21514,O,I,4.96875,b4,NORMAL
474,622,30,1800.8,1700.4543059999999,73.95,54.5056,2.6835,2.8674,3.2994,2.2843,0.24268,W,D,2.799805,b3,NORMAL
475,623,30,1813.2,1711.8543969999998,76.76,63.0547,3.1203,3.1052,3.4113,2.345,0.25064000000000003,W,D,1.960693,b3,NORMAL
476,626,30,1852.0,1747.5489539999999,79.27,55.03,2.5294,2.6535,3.1673,2.2938,0.24828000000000003,W,D,4.349854,b3,NORMAL
477,627,30,1881.3,1774.527773,81.44,53.0548,2.2504,2.3303,2.7506,2.2517,0.28226999999999997,W,D,4.209839,b4,NORMAL
478,628,30,1890.3,1782.815916,82.32,51.8203,2.3027,2.4379,2.8739999999999997,2.2575,0.25014000000000003,W,D,1.8242189999999998,b4,NORMAL
479,630,30,1914.0,1804.644843,84.12,48.4252,3.3366,3.4339,3.8480000000000003,2.3343,0.24800999999999998,W,D,4.773926,b4,NORMAL
480,633,30,1958.4,1845.6027510000001,84.66,55.802,1.5912,1.6686,2.0613,2.2405,0.27731999999999996,W,D,5.206543,b4,NORMAL
481,635,30,1976.4,1862.227482,85.17,51.0487,1.8785,1.9259,2.2318,2.2632,0.24854,W,D,6.055664,b4,NORMAL
482,636,30,1985.0,1870.1791489999998,85.52,50.1845,1.5871,1.6028,1.86,2.2342,0.25406999999999996,W,D,7.045166,b4,NORMAL
483,637,30,1995.7,1880.072502,86.13,43.919,1.8044,1.8606,1.9973,2.26,0.28800000000000003,W,D,1.409668,b4,NORMAL
484,639,30,2017.0,1899.771044,86.44,46.0178,4.3148,4.4352,4.8654,2.2836,0.23815999999999998,W,D,10.711426,b4,NORMAL
485,641,30,2035.5,1916.885161,86.13,51.5734,1.7992,1.8635,2.1508,2.2515,0.25798000000000004,W,D,2.255005,b4,NORMAL
486,642,31,1863.8,1704.509637,81.86,45.0321,3.0768,3.2736,3.8710000000000004,2.2882,0.24153000000000002,W,D,5.177612,b3,NORMAL
487,643,31,1873.0,1712.9596609999999,81.94,50.0391,2.8393,2.9523,3.2448,2.309,0.23579,W,D,2.379517,b3,NORMAL
488,645,31,1895.0,1733.172675,82.18,32.0786,2.6248,2.7284,3.2002,2.2031,0.25795,W,D,2.521118,b3,NORMAL
489,649,31,1977.5,1809.0932070000001,83.74,45.1196,2.9089,3.0077,3.5449,2.2666,0.24509,W,D,2.94812,b4,NORMAL
490,650,31,1988.8,1819.509106,84.47,62.9055,3.1861,3.2929,3.7429,2.3584,0.28426999999999997,W,D,1.54541,b4,NORMAL
491,651,31,2001.0,1830.7545910000001,84.61,55.2494,1.8966,2.0062,2.2506,2.2523,0.27529000000000003,W,D,5.622925,b4,NORMAL
492,653,31,2028.7,1856.3100789999999,85.56,43.3148,1.8407,1.883,2.2192,2.2634,0.26692,W,D,3.5153809999999996,b4,NORMAL
493,654,31,2048.5,1874.5938829999998,85.74,37.0271,1.4837,1.5689,1.966,2.204,0.28060999999999997,W,D,3.6599120000000003,b4,NORMAL
494,655,31,2060.0,1885.2150379999998,86.63,40.2,1.6269999999999998,1.6692,1.8961,2.2284,0.2937,W,D,3.6627199999999998,b4,NORMAL
495,656,31,2075.0,1899.097678,86.71,39.6178,1.9011,2.0179,2.4007,2.2779,0.2375,W,D,7.192505000000001,b4,NORMAL
496,657,31,2085.8,1909.0942149999998,86.89,42.0048,2.9048,3.0425,3.3595,2.2407,0.28695,W,D,3.388184,b4,NORMAL
497,660,32,1815.6,1589.7325720000001,72.97,51.115,23.8633,31.1967,29.9009,2.2106,0.28715,O,K,1.253662,b1,NORMAL
498,661,32,1830.5,1599.91787,77.09,39.2306,2.6082,2.8269,3.7269,2.2026,0.26021,W,K,4.160767,b1,NORMAL
499,662,32,1843.0,1608.466834,78.2,49.0231,15.9229,15.6368,18.0134,2.2027,0.25791,O,K,6.333130000000001,b1,NORMAL
500,664,32,1909.3,1653.856192,80.84,57.027,22.7073,25.46,33.0347,2.2415,0.26854,O,S,4.050049,b3,NORMAL
501,665,32,1946.0,1678.8239999999998,83.53,46.7193,4.5822,5.0283,6.2807,2.2299,0.27425,W,S,0.62207,b3,NORMAL
502,668,32,1984.8,1705.393452,83.97,56.9666,6.1733,6.4866,8.0853,2.2951,0.2403,W,S,3.261597,b3,NORMAL
503,670,32,2039.8,1743.3198730000001,85.44,51.2973,1.7380000000000002,1.7608,2.2249,2.188,0.26783,W,S,11.854248,b4,NORMAL
504,672,32,2117.0,1796.4024399999998,86.51,54.6017,2.5636,2.699,3.3735,2.2828,0.2392,W,S,4.117432,b4,NORMAL
505,676,32,2421.0,2010.137988,92.94,58.6645,15.1844,19.2781,20.8144,2.3369999999999997,0.17137,O,G,0.77063,f,NORMAL
506,677,32,2424.0,2012.313956,93.41,57.5733,23.8964,25.2546,31.7778,2.314,0.18031,O?,G,1.653564,f,NORMAL
507,679,32,2426.9,2014.417391,94.42,72.1559,15.7274,16.6716,17.0179,2.3085,0.23071,O,G,0.551758,f,NORMAL
508,680,32,2435.8,2020.8727629999998,95.06,66.3353,11.5016,13.4265,14.5506,2.3762,0.20167000000000002,O,G,0.775269,f,NORMAL
509,681,32,2449.6,2030.907461,95.49,66.2441,15.1173,15.7252,16.4415,2.2996,0.19562000000000002,O,G,0.778931,f,NORMAL
510,682,32,2453.2,2033.542476,95.8,61.5749,12.0739,13.3351,13.6741,2.4804,0.17321,O,G,0.334106,f,OTHER
511,683,32,2498.9,2066.912318,96.59,63.3641,8.9653,11.1815,12.7989,2.437,0.15395999999999999,O,G,0.9936520000000001,c2,NORMAL
512,684,32,2504.1,2070.692794,96.9,80.4936,11.8859,11.5883,11.2477,2.4858,0.1827,O,G,1.43042,c2,NORMAL
513,687,32,2551.5,2104.111617,98.39,50.7821,26.1102,31.9656,33.7205,2.2499,0.22955,O,G,1.900146,c2,NORMAL
514,690,32,2595.2,2133.9117,98.94,50.1458,35.8079,36.0238,45.0589,2.3212,0.22629000000000002,O,G,0.918457,c2,NORMAL
515,691,32,2615.5,2147.259009,100.17,52.7833,23.0441,31.3696,32.3595,2.2692,0.24616,O,G,0.6860350000000001,c2,NORMAL
516,692,32,2623.0,2152.1473539999997,100.46,66.8506,31.0529,32.6912,31.4913,2.3131,0.2305,O,G,1.269043,c2,NORMAL
517,694,32,2656.1,2173.643039,101.03,63.6675,16.4264,18.7181,20.9595,2.4138,0.17529,O,G,0.8015140000000001,c2,NORMAL
518,695,32,2661.8,2177.403248,92.79,51.9948,41.9926,48.9784,55.9354,2.3437,0.19325,O,G,2.713135,c2,NORMAL
519,696,32,2666.0,2180.173928,101.11,45.1428,18.3726,22.2532,29.9384,2.3256,0.19099000000000002,O,G,1.00708,c2,NORMAL
520,699,32,2695.5,2199.82461,102.17,55.9965,11.9659,13.3423,17.5414,2.3579,0.19644,O,G,1.1254879999999998,c2,NORMAL
521,700,32,2712.8,2211.476652,102.3,56.0573,6.6699,7.2276,9.1305,2.3523,0.20421,W,G,1.237793,c2,NORMAL
522,701,32,2714.5,2212.630924,102.39,62.3332,7.2873,8.4754,11.0169,2.4174,0.19745,W,G,0.928955,c2,NORMAL
523,702,32,2836.8,2297.417102,106.65,43.3239,29.5064,27.9677,29.936,2.3680000000000003,0.18275999999999998,O,G,0.737793,c3,NORMAL
524,705,32,2899.4,2340.774421,108.76,55.3596,42.4284,40.6383,37.7178,2.3508,0.19399999999999998,O,G,2.347412,c3,NORMAL
525,706,32,2901.5,2342.242557,108.96,42.596000000000004,201.3362,192.6636,78.6259,2.3121,0.18065,O,G,2.347412,c3,NORMAL
526,707,32,2921.2,2355.9953149999997,109.95,48.2351,51.2169,57.9184,65.4493,2.3006,0.1928,O,G,0.957275,c3,NORMAL
527,708,32,2924.0,2357.948611,110.15,47.2954,88.5313,137.1126,92.4165,2.3143,0.21461,O,G,2.018799,c3,NORMAL
528,711,32,2940.2,2369.263386,110.67,43.7482,93.9551,90.7171,70.584,2.366,0.18072,O,G,0.6362300000000001,c3,NORMAL
529,713,32,2981.3,2398.369408,112.05,54.8136,31.5958,30.1147,60.0868,2.3624,0.16965999999999998,O,G,1.206299,c3,NORMAL
530,714,32,2992.6,2406.491785,112.3,64.3335,28.2261,25.072,26.85,2.4205,0.17394,O,G,0.775146,c3,NORMAL
531,717,33,1865.5,1608.289739,77.01,52.3648,2.5594,2.7086,3.1718,2.3013,0.28105,W,S,3.228638,b1,NORMAL
532,720,33,1915.7,1647.77029,79.81,53.0492,2.095,2.1262,2.6451,2.2413,0.24120999999999998,W,S,4.932129,b1,NORMAL
533,721,33,1936.0,1663.821007,80.22,53.733999999999995,2.2664,2.3427,2.5588,2.2579,0.26978,W,S,5.312988,b1,NORMAL
534,723,33,1961.5,1684.0488280000002,81.0,59.9254,17.3489,20.2941,25.4366,2.2176,0.26908000000000004,O,S,1.0902100000000001,b3,NORMAL
535,725,33,2000.1,1714.7308239999998,81.73,55.7565,6.1043,6.0425,5.7511,2.331,0.23586,O?,S,1.69812,b3,NORMAL
536,727,33,2068.0,1768.844814,82.85,58.7431,2.3788,2.4519,2.7334,2.2672,0.27791,W,S,1.8275150000000002,b4,NORMAL
537,728,33,2076.0,1775.2457350000002,83.11,54.2006,2.4379,2.4877,2.8858,2.2621,0.26079,W,S,4.755127,b4,NORMAL
538,731,33,2105.1,1798.5662829999999,84.18,46.2976,2.2407,2.3475,2.8285,2.2952,0.24125,W,S,6.487915,b4,NORMAL
539,736,34,2245.8,1869.554232,84.86,59.6882,4.2297,4.5698,5.3498,2.4376,0.20588,W,P,7.537719999999999,b4,OTHER
540,739,34,2265.6,1888.395244,85.46,50.4211,4.8255,5.4466,6.1325,2.4283,0.17415,W,P,2.320435,b4,NORMAL
541,741,34,2291.7,1913.226396,86.28,55.6017,22.1785,24.6363,25.2104,2.3695,0.18634,O,P,2.029419,b4,NORMAL
542,742,34,2302.9,1923.8809670000003,86.66,60.5249,18.1622,21.4758,19.5935,2.3222,0.15750999999999998,O,P,1.303955,b4,OTHER
543,744,34,2307.9,1928.645355,87.44,56.4384,12.5522,12.1737,11.1115,2.4555,0.1765,O,P,2.320068,b4,OTHER
544,748,35,2476.3,2071.1572850000002,95.15,64.4993,19.061,19.5655,17.7602,2.4195,0.22732,O,I,0.42333999999999994,c2,NORMAL
545,749,35,2496.2,2084.9685640000002,96.44,47.506,26.6488,32.8278,24.1877,2.3280000000000003,0.20628000000000002,O,I,2.113525,c2,NORMAL
546,750,35,2503.2,2089.82163,97.12,50.0962,16.8482,18.8253,17.9134,2.3068,0.22348,O,I,1.267578,c2,NORMAL
547,751,35,2708.8,2232.0996219999997,110.07,35.6296,27.48,32.0986,28.4434,2.2230000000000003,0.23592,O,I,1.369873,c2,NORMAL
548,753,35,2949.8,2401.418308,99.9,53.5388,12.1641,14.8193,14.9368,2.4325,0.18905,O?,I,1.952393,c3,OTHER
549,754,35,2950.0,2401.56053,106.53,55.7498,12.4065,14.9353,15.0147,2.4216,0.18379,O?,I,1.952393,c3,NORMAL
550,755,35,2950.4,2401.844973,106.91,48.8009,14.5781,16.948,15.9339,2.4262,0.1804,O?,I,1.952393,c3,OTHER
551,756,35,2950.6,2401.9871940000003,107.88,50.6645,15.1808,17.9543,15.7558,2.421,0.18297,O?,I,1.952393,c3,NORMAL
552,757,35,2951.4,2402.5560809999997,108.6,42.3256,11.9099,14.2933,13.7785,2.4058,0.17790999999999998,O?,I,1.952393,c3,NORMAL
553,759,35,2988.1,2428.731255,110.47,46.6215,40.0543,44.7584,33.5995,2.4227,0.18842,O,I,3.375,c3,NORMAL
554,761,35,3044.8,2469.229428,112.57,57.7078,19.2011,20.1307,16.7258,2.4689,0.17019,O,I,0.435303,c3,OTHER
555,762,35,3064.8,2483.50973,112.65,47.253,27.2867,36.9861,26.7788,2.4276,0.1354,O,I,1.305664,c3,OTHER
556,764,35,3087.1,2499.420428,113.09,63.6464,18.8981,21.0982,17.8057,2.5385,0.1599,O?,I,0.760498,c3,OTHER
557,765,35,3097.9,2507.116213,113.2,58.845,12.4508,14.4137,14.29,2.5105,0.17215,W,I,0.650879,c3,OTHER
558,768,36,1880.0,1737.274784,82.07,46.9037,8.9101,8.8554,10.152000000000001,2.26,0.25984,O?,S,5.616943,b3,NORMAL
559,769,36,1959.2,1797.2701969999998,86.57,58.7085,2.1016,2.395,3.4275,2.2316,0.25976,W,S,5.303101,b4,NORMAL
560,770,36,1979.1,1811.4021109999999,87.02,40.8012,1.9166,2.1179,2.6604,2.1942,0.27876,W,S,7.406738000000001,b4,NORMAL
561,771,36,2042.7,1855.431554,87.98,34.1824,2.4696,2.3963,2.5006,2.2364,0.22755,W,S,10.692505,b4,NORMAL
562,773,36,2186.3,1951.9396920000002,91.74,55.1564,15.8029,15.1383,14.347999999999999,2.2647,0.23076999999999998,O,G,1.610718,c1,NORMAL
563,774,36,2235.1,1983.9832440000002,94.22,40.3434,19.3968,34.3873,35.0215,2.2357,0.24469000000000002,O,G,1.1051030000000002,c2,NORMAL
564,775,36,2257.2,1998.6396170000003,94.77,49.3113,21.6609,26.7949,27.0302,2.2661,0.24283000000000002,O,G,1.730591,c2,NORMAL
565,776,36,2262.6,2002.256398,95.36,48.9672,20.0599,27.4391,29.8596,2.1275,0.24154,O,G,1.123413,c2,NORMAL
566,778,36,2280.8,2014.4463010000002,97.04,51.2594,13.2564,15.9363,19.2466,2.3579,0.20676999999999998,O,G,0.9241940000000001,c2,NORMAL
567,780,36,2303.8,2029.8511620000002,106.0,55.4143,7.1242,7.2362,8.3878,2.2588,0.24101999999999998,O?,G,0.506592,c2,NORMAL
568,781,36,2336.8,2051.522425,97.37,42.3773,5.689,6.4817,7.7343,2.2255,0.2438,W,G,1.87915,c2,NORMAL
569,782,36,2353.4,2062.401916,97.5,48.7669,8.3881,9.2101,10.3912,2.3099,0.21427,O,G,2.909912,c2,NORMAL
570,785,36,2401.1,2094.093658,99.27,46.9046,14.9661,14.6142,12.4443,2.4404,0.15985,O,G,0.7124020000000001,c2,OTHER
571,787,36,2487.6,2151.930222,99.95,69.6833,12.1459,13.5332,10.7996,2.4153,0.20621,O,G,0.62085,c2,NORMAL
572,791,36,2569.8,2207.96931,102.83,55.0711,7.5975,8.605,9.9551,2.3806,0.21186,O?,G,0.720947,c2,NORMAL
573,792,36,2581.7,2216.062171,103.14,52.663999999999994,9.9005,11.4082,12.9083,2.4138,0.20215999999999998,O?,G,0.8310549999999999,c2,OTHER
574,794,36,2692.9,2291.665148,105.54,45.0138,7.0796,7.9476,9.3362,2.335,0.19718,O?,G,0.944092,c3,OTHER
575,795,36,2767.1,2342.326426,106.85,42.12,26.8636,29.6324,25.5269,2.3614,0.18005,O,G,0.8464360000000001,c3,NORMAL
